gene_id_go,gene_description,geneLink,GO
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,structural constituent of muscle
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,Z disc
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,microspike assembly
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,muscle filament sliding
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,platelet activation
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,filopodium
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,LIM domain binding
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,thyroid hormone receptor coactivator activity
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,platelet alpha granule lumen
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,pseudopodium
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,titin binding
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,regulation of membrane potential
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,identical protein binding
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,regulation of apoptotic process
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,dendritic spine
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,negative regulation of potassium ion transport
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,positive regulation of potassium ion transport
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,ion channel binding
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,protein dimerization activity
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,focal adhesion assembly
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,actin filament binding
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,protein homotetramerization
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,FATZ binding
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,extracellular vesicular exosome
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,titin Z domain binding
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,negative regulation of potassium ion transmembrane transporter activity
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,positive regulation of potassium ion transmembrane transporter activity
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,negative regulation of protein localization to cell surface
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,positive regulation of receptor activity
ACTN2,actinin alpha 2,https://www.ncbi.nlm.nih.gov/gene/?term=88,regulation of RNA biosynthetic process
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://www.ncbi.nlm.nih.gov/gene/?term=51493,in utero embryonic development
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://www.ncbi.nlm.nih.gov/gene/?term=51493,placenta development
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://www.ncbi.nlm.nih.gov/gene/?term=51493,RNA ligase (ATP) activity
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://www.ncbi.nlm.nih.gov/gene/?term=51493,ATP binding
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://www.ncbi.nlm.nih.gov/gene/?term=51493,cytoplasm
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://www.ncbi.nlm.nih.gov/gene/?term=51493,tRNA splicing via endonucleolytic cleavage and ligation
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://www.ncbi.nlm.nih.gov/gene/?term=51493,vinculin binding
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://www.ncbi.nlm.nih.gov/gene/?term=51493,poly(A) RNA binding
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://www.ncbi.nlm.nih.gov/gene/?term=51493,metal ion binding
RTCB,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://www.ncbi.nlm.nih.gov/gene/?term=51493,tRNA-splicing ligase complex
MAATS1,MYCBP associated and testis expressed 1,https://www.ncbi.nlm.nih.gov/gene/?term=89876,protein binding
MAATS1,MYCBP associated and testis expressed 1,https://www.ncbi.nlm.nih.gov/gene/?term=89876,mitochondrion
ARFIP1,ADP ribosylation factor interacting protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=27236,Golgi membrane
ARFIP1,ADP ribosylation factor interacting protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=27236,molecular_function
ARFIP1,ADP ribosylation factor interacting protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=27236,cytosol
ARFIP1,ADP ribosylation factor interacting protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=27236,intracellular protein transport
ARFIP1,ADP ribosylation factor interacting protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=27236,protein domain specific binding
ARFIP1,ADP ribosylation factor interacting protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=27236,identical protein binding
ARFIP1,ADP ribosylation factor interacting protein 1,https://www.ncbi.nlm.nih.gov/gene/?term=27236,regulation of protein secretion
SCG3,secretogranin III,https://www.ncbi.nlm.nih.gov/gene/?term=29106,platelet degranulation
SCG3,secretogranin III,https://www.ncbi.nlm.nih.gov/gene/?term=29106,extracellular region
SCG3,secretogranin III,https://www.ncbi.nlm.nih.gov/gene/?term=29106,blood coagulation
SCG3,secretogranin III,https://www.ncbi.nlm.nih.gov/gene/?term=29106,platelet activation
SCG3,secretogranin III,https://www.ncbi.nlm.nih.gov/gene/?term=29106,transport vesicle membrane
SCG3,secretogranin III,https://www.ncbi.nlm.nih.gov/gene/?term=29106,secretory granule lumen
SCG3,secretogranin III,https://www.ncbi.nlm.nih.gov/gene/?term=29106,poly(A) RNA binding
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,transporter activity
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,plasma membrane
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,integral component of plasma membrane
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,cell-cell junction
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,ion transport
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,endosome membrane
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,channel activity
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,membrane
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,oxidoreductase activity
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,metal ion binding
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,iron ion homeostasis
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,transmembrane transport
STEAP1,STEAP family member 1,https://www.ncbi.nlm.nih.gov/gene/?term=26872,oxidation-reduction process
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,epithelial cell morphogenesis
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,protein kinase C binding
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,mitochondrion
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,negative regulation of cell adhesion
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,beta-catenin binding
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,transcription factor binding
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,skin development
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,protein kinase A binding
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,delta-catenin binding
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,inner medullary collecting duct development
DACT2,dishevelled binding antagonist of beta catenin 2,https://www.ncbi.nlm.nih.gov/gene/?term=168002,negative regulation of nodal signaling pathway
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,cell fate determination
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,retinoic acid binding
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,iron ion binding
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,cytoplasm
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,endoplasmic reticulum membrane
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,vitamin metabolic process
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,xenobiotic metabolic process
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,male meiosis
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,spermatogenesis
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,retinoic acid 4-hydroxylase activity
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,proximal/distal pattern formation
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,positive regulation of gene expression
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,heme binding
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,embryonic limb morphogenesis
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,retinoic acid catabolic process
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,tongue morphogenesis
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,small molecule metabolic process
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,retinoic acid receptor signaling pathway
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,negative regulation of retinoic acid receptor signaling pathway
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,oxidation-reduction process
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,bone morphogenesis
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,cellular response to retinoic acid
CYP26B1,cytochrome P450 family 26 subfamily B member 1,https://www.ncbi.nlm.nih.gov/gene/?term=56603,positive regulation of tongue muscle cell differentiation
NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,https://www.ncbi.nlm.nih.gov/gene/?term=51103,protein binding
NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,https://www.ncbi.nlm.nih.gov/gene/?term=51103,cytoplasm
NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,https://www.ncbi.nlm.nih.gov/gene/?term=51103,mitochondrial respiratory chain complex I
NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,https://www.ncbi.nlm.nih.gov/gene/?term=51103,mitochondrial electron transport NADH to ubiquinone
NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,https://www.ncbi.nlm.nih.gov/gene/?term=51103,protein complex assembly
NDUFAF1,NADH:ubiquinone oxidoreductase complex assembly factor 1,https://www.ncbi.nlm.nih.gov/gene/?term=51103,unfolded protein binding
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,ossification
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,endochondral bone growth
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,transmembrane receptor protein tyrosine kinase activity
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,protein binding
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,collagen binding
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,ATP binding
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,plasma membrane
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,integral component of plasma membrane
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,cell adhesion
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,signal transduction
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,regulation of extracellular matrix disassembly
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,positive regulation of fibroblast migration
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,positive regulation of fibroblast migration
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,apical plasma membrane
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,peptidyl-tyrosine phosphorylation
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,extracellular matrix organization
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,collagen fibril organization
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,regulation of bone mineralization
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,biomineral tissue development
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,chondrocyte proliferation
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,chondrocyte proliferation
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,protein tyrosine kinase collagen receptor activity
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,collagen-activated tyrosine kinase receptor signaling pathway
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,positive regulation of osteoblast differentiation
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,positive regulation of protein kinase activity
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,protein autophosphorylation
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,positive regulation of fibroblast proliferation
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,positive regulation of sequence-specific DNA binding transcription factor activity
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,extracellular vesicular exosome
DDR2,discoidin domain receptor tyrosine kinase 2,https://www.ncbi.nlm.nih.gov/gene/?term=4921,positive regulation of extracellular matrix disassembly
FRMD5,FERM domain containing 5,https://www.ncbi.nlm.nih.gov/gene/?term=84978,molecular_function
FRMD5,FERM domain containing 5,https://www.ncbi.nlm.nih.gov/gene/?term=84978,protein binding
FRMD5,FERM domain containing 5,https://www.ncbi.nlm.nih.gov/gene/?term=84978,cellular_component
FRMD5,FERM domain containing 5,https://www.ncbi.nlm.nih.gov/gene/?term=84978,cytoplasm
FRMD5,FERM domain containing 5,https://www.ncbi.nlm.nih.gov/gene/?term=84978,cytoskeleton
FRMD5,FERM domain containing 5,https://www.ncbi.nlm.nih.gov/gene/?term=84978,cytoskeletal protein binding
FRMD5,FERM domain containing 5,https://www.ncbi.nlm.nih.gov/gene/?term=84978,biological_process
FRMD5,FERM domain containing 5,https://www.ncbi.nlm.nih.gov/gene/?term=84978,integral component of membrane
FRMD5,FERM domain containing 5,https://www.ncbi.nlm.nih.gov/gene/?term=84978,extrinsic component of membrane
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,mitotic cell cycle
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,DNA binding
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,sequence-specific DNA binding transcription factor activity
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,transcription cofactor activity
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,nucleoplasm
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,transcription factor complex
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,transcription DNA-templated
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,transcription initiation from RNA polymerase II promoter
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,transforming growth factor beta receptor signaling pathway
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,Notch signaling pathway
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,heart development
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,transcription factor binding
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,gene expression
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,protein domain specific binding
TFDP2,transcription factor Dp-2,https://www.ncbi.nlm.nih.gov/gene/?term=7029,positive regulation of transcription from RNA polymerase II promoter
GMCL1,"germ cell-less, spermatogenesis associated 1",https://www.ncbi.nlm.nih.gov/gene/?term=64395,nuclear envelope
GMCL1,"germ cell-less, spermatogenesis associated 1",https://www.ncbi.nlm.nih.gov/gene/?term=64395,regulation of transcription DNA-templated
GMCL1,"germ cell-less, spermatogenesis associated 1",https://www.ncbi.nlm.nih.gov/gene/?term=64395,multicellular organismal development
GMCL1,"germ cell-less, spermatogenesis associated 1",https://www.ncbi.nlm.nih.gov/gene/?term=64395,spermatogenesis
GMCL1,"germ cell-less, spermatogenesis associated 1",https://www.ncbi.nlm.nih.gov/gene/?term=64395,nuclear matrix
GMCL1,"germ cell-less, spermatogenesis associated 1",https://www.ncbi.nlm.nih.gov/gene/?term=64395,cell differentiation
ADGRG2,adhesion G protein-coupled receptor G2,https://www.ncbi.nlm.nih.gov/gene/?term=10149,G-protein coupled receptor activity
ADGRG2,adhesion G protein-coupled receptor G2,https://www.ncbi.nlm.nih.gov/gene/?term=10149,integral component of plasma membrane
ADGRG2,adhesion G protein-coupled receptor G2,https://www.ncbi.nlm.nih.gov/gene/?term=10149,G-protein coupled receptor signaling pathway
ADGRG2,adhesion G protein-coupled receptor G2,https://www.ncbi.nlm.nih.gov/gene/?term=10149,neuropeptide signaling pathway
ADGRG2,adhesion G protein-coupled receptor G2,https://www.ncbi.nlm.nih.gov/gene/?term=10149,spermatogenesis
ADGRG2,adhesion G protein-coupled receptor G2,https://www.ncbi.nlm.nih.gov/gene/?term=10149,integral component of membrane
ADGRG2,adhesion G protein-coupled receptor G2,https://www.ncbi.nlm.nih.gov/gene/?term=10149,apical plasma membrane
ADGRG2,adhesion G protein-coupled receptor G2,https://www.ncbi.nlm.nih.gov/gene/?term=10149,extracellular vesicular exosome
TDRD10,tudor domain containing 10,https://www.ncbi.nlm.nih.gov/gene/?term=126668,nucleotide binding
TDRD10,tudor domain containing 10,https://www.ncbi.nlm.nih.gov/gene/?term=126668,RNA binding
OR4A5,olfactory receptor family 4 subfamily A member 5,https://www.ncbi.nlm.nih.gov/gene/?term=81318,G-protein coupled receptor activity
OR4A5,olfactory receptor family 4 subfamily A member 5,https://www.ncbi.nlm.nih.gov/gene/?term=81318,olfactory receptor activity
OR4A5,olfactory receptor family 4 subfamily A member 5,https://www.ncbi.nlm.nih.gov/gene/?term=81318,plasma membrane
OR4A5,olfactory receptor family 4 subfamily A member 5,https://www.ncbi.nlm.nih.gov/gene/?term=81318,G-protein coupled receptor signaling pathway
OR4A5,olfactory receptor family 4 subfamily A member 5,https://www.ncbi.nlm.nih.gov/gene/?term=81318,integral component of membrane
OR4A5,olfactory receptor family 4 subfamily A member 5,https://www.ncbi.nlm.nih.gov/gene/?term=81318,detection of chemical stimulus involved in sensory perception of smell
ALG11,"ALG11, alpha-1,2-mannosyltransferase",https://www.ncbi.nlm.nih.gov/gene/?term=440138,GDP-Man:Man3GlcNAc2-PP-Dol alpha-12-mannosyltransferase activity
ALG11,"ALG11, alpha-1,2-mannosyltransferase",https://www.ncbi.nlm.nih.gov/gene/?term=440138,endoplasmic reticulum membrane
ALG11,"ALG11, alpha-1,2-mannosyltransferase",https://www.ncbi.nlm.nih.gov/gene/?term=440138,dolichol-linked oligosaccharide biosynthetic process
ALG11,"ALG11, alpha-1,2-mannosyltransferase",https://www.ncbi.nlm.nih.gov/gene/?term=440138,membrane
ALG11,"ALG11, alpha-1,2-mannosyltransferase",https://www.ncbi.nlm.nih.gov/gene/?term=440138,integral component of membrane
ALG11,"ALG11, alpha-1,2-mannosyltransferase",https://www.ncbi.nlm.nih.gov/gene/?term=440138,protein N-linked glycosylation via asparagine
ALG11,"ALG11, alpha-1,2-mannosyltransferase",https://www.ncbi.nlm.nih.gov/gene/?term=440138,post-translational protein modification
ALG11,"ALG11, alpha-1,2-mannosyltransferase",https://www.ncbi.nlm.nih.gov/gene/?term=440138,cellular protein metabolic process
ALG11,"ALG11, alpha-1,2-mannosyltransferase",https://www.ncbi.nlm.nih.gov/gene/?term=440138,mannosylation
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,inward rectifier potassium channel activity
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,phosphatidylinositol-45-bisphosphate binding
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,smooth endoplasmic reticulum
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,rough endoplasmic reticulum
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,Golgi apparatus
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,plasma membrane
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,integral component of plasma membrane
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,potassium ion transport
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,synaptic transmission
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,voltage-gated potassium channel complex
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,potassium ion import
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,intercalated disc
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,regulation of skeletal muscle contraction via regulation of action potential
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,magnesium ion transport
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,cellular potassium ion homeostasis
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,T-tubule
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,intrinsic component of membrane
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,identical protein binding
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,neuronal cell body
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,dendritic spine
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,protein homotetramerization
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,relaxation of cardiac muscle
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,regulation of resting membrane potential
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,regulation of membrane repolarization
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,cellular response to mechanical stimulus
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,potassium ion transmembrane transport
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,cardiac muscle cell action potential involved in contraction
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,membrane repolarization during action potential
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,membrane depolarization during cardiac muscle cell action potential
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,membrane repolarization during cardiac muscle cell action potential
KCNJ2,potassium voltage-gated channel subfamily J member 2,https://www.ncbi.nlm.nih.gov/gene/?term=3759,membrane repolarization during cardiac muscle cell action potential
