gene_id_go,gene_description,geneLink,GO
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,endoderm development
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,anatomical structure morphogenesis
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,cell differentiation
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,B cell differentiation
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,positive regulation of cell migration
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,negative regulation of transforming growth factor beta receptor signaling pathway
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,pancreas development
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,endocrine pancreas development
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,cilium assembly
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,sequence-specific DNA binding
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,cell fate commitment
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,positive regulation of transcription from RNA polymerase II promoter
Onecut1,one cut homeobox 1,https://www.ncbi.nlm.nih.gov/gene/?term=25231,spleen development
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,transporter activity
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,protein binding
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,endocytosis
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,synaptic vesicle
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,cholesterol binding
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,membrane
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,syntaxin-1 binding
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,protein domain specific binding
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,cell junction
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,integral component of synaptic vesicle membrane
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,synaptic vesicle membrane
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,protein complex binding
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,SH2 domain binding
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,presynaptic membrane
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,identical protein binding
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,neuron projection
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,intracellular organelle
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,protein complex
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,neuron projection terminus
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,synapse
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,regulation of neuronal synaptic plasticity
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,regulation of long-term neuronal synaptic plasticity
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,regulation of short-term neuronal synaptic plasticity
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,presynaptic active zone
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,excitatory synapse
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,cellular response to organic substance
Syp,synaptophysin,https://www.ncbi.nlm.nih.gov/gene/?term=24804,regulation of opioid receptor signaling pathway
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,phospholipase inhibitor activity
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,calcium ion binding
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,calcium-dependent phospholipid binding
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,cytoplasm
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,plasma membrane
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,phagocytosis
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,positive regulation of endothelial cell migration
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,membrane
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,phospholipase A2 inhibitor activity
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,hippocampus development
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,axon
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,dendrite
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,phagocytic vesicle membrane
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,organ regeneration
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,specific granule
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,defense response to bacterium
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,neuronal cell body
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,negative regulation of catalytic activity
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,neutrophil degranulation
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,positive regulation of angiogenesis
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,calcium-dependent protein binding
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,positive regulation of DNA metabolic process
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,positive regulation of sequence-specific DNA binding transcription factor activity
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,response to glucocorticoid
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,extracellular vesicular exosome
Anxa3,annexin A3,https://www.ncbi.nlm.nih.gov/gene/?term=25291,response to growth factor
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,serine-type endopeptidase activity
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,protein binding
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,extracellular space
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,cytoplasm
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,lysosome
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,proteolysis
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,response to nutrient
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,digestion
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,peptidase activity
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,response to toxic substance
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,protein catabolic process
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,response to food
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,response to cytokine
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,positive regulation of apoptotic process
Ctrb1,chymotrypsinogen B1,https://www.ncbi.nlm.nih.gov/gene/?term=24291,response to peptide hormone
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,protein import into nucleus translocation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of transcription from RNA polymerase II promoter
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,MAPK cascade
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,activation of MAPKKK activity
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,activation of MAPK activity
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,response to hypoxia
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,cell activation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of cytokine production
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,phagocytic cup
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,regulation of protein phosphorylation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of protein phosphorylation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,protease binding
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of L-glutamate transport
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,chronic inflammatory response to antigenic stimulus
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of cytokine secretion involved in immune response
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of chronic inflammatory response to antigenic stimulus
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of humoral immune response mediated by circulating immunoglobulin
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,skeletal muscle contraction
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,cytokine activity
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,tumor necrosis factor receptor binding
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,extracellular space
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,intracellular
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,plasma membrane
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,integral component of plasma membrane
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,glucose metabolic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,apoptotic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,activation of cysteine-type endopeptidase activity involved in apoptotic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,transformed cell apoptotic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,defense response
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,inflammatory response
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,humoral immune response
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,signal transduction
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,JNK cascade
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,multicellular organismal development
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of cell proliferation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,extrinsic apoptotic signaling pathway via death domain receptors
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,intrinsic apoptotic signaling pathway in response to DNA damage
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,cellular amino acid biosynthetic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,response to radiation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,response to mechanical stimulus
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,response to virus
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,organ morphogenesis
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,external side of plasma membrane
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,cell surface
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of gene expression
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of gene expression
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of alkaline phosphatase activity
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,response to activity
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,integral component of membrane
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,calcium-mediated signaling
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,extracellular matrix organization
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,osteoclast differentiation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,sequestering of triglyceride
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of protein complex assembly
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of fever generation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,lipopolysaccharide-mediated signaling pathway
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,response to lipopolysaccharide
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of interleukin-6 production
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of chemokine production
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of interferon-gamma production
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of interleukin-18 production
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of interleukin-6 production
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,receptor biosynthetic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of peptidyl-serine phosphorylation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,tumor necrosis factor-mediated signaling pathway
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of heterotypic cell-cell adhesion
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,regulation of cell proliferation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of NF-kappaB import into nucleus
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,response to drug
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,defense response to bacterium
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,identical protein binding
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of apoptotic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of programmed cell death
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,regulation of I-kappaB kinase/NF-kappaB signaling
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of I-kappaB kinase/NF-kappaB signaling
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of protein complex disassembly
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of protein complex disassembly
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of MAP kinase activity
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,protein kinase B signaling
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of JUN kinase activity
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of neuron apoptotic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of growth of symbiont in host
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,transcription regulatory region DNA binding
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of viral genome replication
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of chemokine biosynthetic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,membrane raft
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,cellular extravasation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of interleukin-8 biosynthetic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of nitric oxide biosynthetic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of osteoblast differentiation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,regulation of osteoclast differentiation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of osteoclast differentiation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of action potential
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of mitosis
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of transcription DNA-templated
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of transcription DNA-templated
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of transcription from RNA polymerase II promoter
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of translational initiation by iron
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of glucose import
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of JNK cascade
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,embryonic digestive tract development
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of smooth muscle cell proliferation
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,regulation of protein secretion
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of cytokine secretion
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of inflammatory response
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,regulation of insulin secretion
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of synaptic transmission
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,defense response to Gram-positive bacterium
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,leukocyte migration
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,leukocyte tethering or rolling
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,detection of mechanical stimulus involved in sensory perception of pain
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of lipid catabolic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,regulation of immunoglobulin secretion
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of membrane protein ectodomain proteolysis
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of sequence-specific DNA binding transcription factor activity
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of NF-kappaB transcription factor activity
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of protein transport
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,response to glucocorticoid
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of NFAT protein import into nucleus
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of hair follicle development
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of protein kinase B signaling
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,recycling endosome
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of vitamin D biosynthetic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of calcidiol 1-monooxygenase activity
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,epithelial cell proliferation involved in salivary gland morphogenesis
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,regulation of branching involved in salivary gland morphogenesis
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of branching involved in lung morphogenesis
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,cellular response to lipopolysaccharide
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,cellular response to amino acid stimulus
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,cellular response to nicotine
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,cellular response to organic cyclic compound
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of podosome assembly
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,apoptotic signaling pathway
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,extrinsic apoptotic signaling pathway
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,necroptotic signaling pathway
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,response to gold nanoparticle
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of protein localization to cell surface
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,positive regulation of chemokine (C-X-C motif) ligand 2 production
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,regulation of reactive oxygen species metabolic process
Tnf,tumor necrosis factor,https://www.ncbi.nlm.nih.gov/gene/?term=24835,negative regulation of extrinsic apoptotic signaling pathway in absence of ligand
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,protein tyrosine kinase activity
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,non-membrane spanning protein tyrosine kinase activity
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,epidermal growth factor receptor binding
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,ATP binding
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,cytoplasm
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,Golgi apparatus
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,microtubule organizing center
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,cytosol
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,plasma membrane
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,glucose transport
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,peptidyl-tyrosine phosphorylation
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,enzyme binding
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,ion channel binding
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,protein autophosphorylation
Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",https://www.ncbi.nlm.nih.gov/gene/?term=24884,extracellular vesicular exosome
Azgp1,"alpha-2-glycoprotein 1, zinc-binding",https://www.ncbi.nlm.nih.gov/gene/?term=25294,detection of chemical stimulus involved in sensory perception of bitter taste
Azgp1,"alpha-2-glycoprotein 1, zinc-binding",https://www.ncbi.nlm.nih.gov/gene/?term=25294,retina homeostasis
Azgp1,"alpha-2-glycoprotein 1, zinc-binding",https://www.ncbi.nlm.nih.gov/gene/?term=25294,positive regulation of T cell mediated cytotoxicity
Azgp1,"alpha-2-glycoprotein 1, zinc-binding",https://www.ncbi.nlm.nih.gov/gene/?term=25294,glycoprotein binding
Azgp1,"alpha-2-glycoprotein 1, zinc-binding",https://www.ncbi.nlm.nih.gov/gene/?term=25294,antigen processing and presentation of peptide antigen via MHC class I
Azgp1,"alpha-2-glycoprotein 1, zinc-binding",https://www.ncbi.nlm.nih.gov/gene/?term=25294,extracellular space
Azgp1,"alpha-2-glycoprotein 1, zinc-binding",https://www.ncbi.nlm.nih.gov/gene/?term=25294,nucleus
Azgp1,"alpha-2-glycoprotein 1, zinc-binding",https://www.ncbi.nlm.nih.gov/gene/?term=25294,immune response
Azgp1,"alpha-2-glycoprotein 1, zinc-binding",https://www.ncbi.nlm.nih.gov/gene/?term=25294,cell adhesion
Azgp1,"alpha-2-glycoprotein 1, zinc-binding",https://www.ncbi.nlm.nih.gov/gene/?term=25294,peptide antigen binding
