gene,ADRG1,ADRG2,AORT1,AORT2,BFAT1,BFAT2
Gne,8.57005,8.58547,8.83824,8.77367,7.96271,7.95066
Ssh2,8.36688,8.43575,9.24221,8.99979,9.45239,9.31382
Clybl,9.58557,9.79719,10.5218,10.6046,10.671,10.834
Med11,7.52882,7.48133,6.82087,6.85058,6.14566,6.20487
Trim58,5.55621,5.5319,5.81318,5.69098,5.19243,5.18359
Spata2l,6.878,6.76479,5.99122,6.05378,5.50591,5.54117
Defb47,5.60126,5.73634,5.313,5.49961,5.31105,5.03513
Rgs18,5.67672,5.60853,6.36519,6.52732,4.93272,5.27682
Tmed3,8.20216,7.8799,7.24404,7.40559,6.2311,6.2962
Cyp2d11,4.54384,4.35733,4.31609,4.61979,4.17378,3.81574
Sult1d1,5.76863,5.65894,4.92103,4.72254,4.50564,4.25479
1700066J24Rik,5.84731,5.67793,5.98566,5.84311,5.54539,5.42348
Olfr52,5.40275,5.53272,5.16879,5.24545,4.59553,4.38736
Gm7173,4.81796,4.92923,4.06642,4.01789,3.59322,3.61065
Myo1e,8.05444,7.85319,8.13144,8.21262,6.83249,6.60794
Snn,6.75458,6.82692,6.60724,6.69033,6.44356,6.38007
4921507L20Rik,4.99185,5.06884,4.83589,4.69982,4.62068,4.36835
Gm10658,5.10656,5.23901,5.56488,5.52722,5.42175,5.59825
Fam136b-ps,6.89425,6.78055,6.05207,6.14509,5.82752,5.90414
Dmkn,6.75193,6.61723,6.1509,6.11815,5.63441,5.40158
4632415L05Rik,7.72192,7.69063,7.39448,7.39063,6.93983,7.21769
Pam,10.6442,10.416,10.867,10.9571,7.33669,7.44934
Olfr1469,4.87726,5.06643,4.19634,4.0877,4.1961,4.04095
Lama1,7.72925,7.63768,5.79084,5.80833,5.47889,5.36114
Slc27a5,5.66923,5.55934,4.78326,4.71917,4.48581,4.24498
Zfp653,7.64079,7.47493,7.34161,7.42791,6.87486,7.02557
Dok5,5.36824,5.32879,5.23158,5.01029,4.70827,4.65599
Pik3r5,6.61636,6.61617,6.0911,6.06553,5.95839,5.63233
Erbb3,6.70646,6.70882,6.93034,6.81843,6.19431,6.21241
Dgkk,6.26124,6.43309,5.32124,5.34866,4.74853,4.61196
Ccdc85a,7.3476,7.55599,7.60993,7.62104,7.552,7.60811
Cisd1,8.54981,8.77562,9.33131,9.43231,9.81343,9.8021
Slc31a1,9.59955,9.54564,8.35699,7.99177,7.86563,8.15206
Fam129c,7.0563,7.24762,6.49358,6.81507,6.2667,6.07383
9930023K05Rik,4.44743,4.44573,4.04895,4.12809,3.5423,3.45017
Gas2l2,5.81164,5.65358,5.62391,5.48201,4.87329,4.69769
Tyrp1,5.32559,5.32237,5.03651,5.04196,4.71744,4.54121
Olfr1028,4.84549,5.20229,4.16234,4.30069,4.21497,4.0103
Elmo1,7.95821,7.94666,7.04475,6.91865,6.23993,6.45449
Pbk,5.79283,5.74837,4.99922,5.18824,4.87394,4.81377
Olfr1185-ps1,4.2605,4.28296,3.67641,3.75204,3.38743,3.29894
Zfp235,6.42695,6.70833,6.26036,6.31045,5.29724,5.65389
Il17ra,6.87187,6.88071,6.34752,6.2179,5.48284,5.41707
Vmn2r65,4.54043,4.77705,4.25427,3.91376,3.41925,3.51796
Clcn7,8.3111,8.27727,7.55892,7.64545,6.91479,7.17488
Serpini1,5.94406,6.03203,6.73862,6.72491,5.14449,5.01518
Dnttip2,7.56891,7.60721,7.24835,7.16242,6.96821,6.95353
Aff3,5.87464,5.82117,6.65142,6.60285,4.74689,4.63282
Acpp,5.11041,5.05465,5.18229,4.9578,4.25527,4.10023
Tgfb1i1,8.14108,8.07508,9.53098,9.55499,6.62657,6.58908
Ndufb11,10.0194,10.0927,10.5955,10.6003,10.6787,10.7205
Pcgf3,8.48528,8.37646,8.0315,7.99535,7.57296,7.65766
Cage1,4.71243,4.58123,4.24974,4.28533,3.97043,4.13016
Zfp74,7.45518,7.46614,7.07939,7.01419,6.11823,6.39003
Acr,5.75823,5.66258,5.49593,5.58533,5.53918,5.03402
Ccdc30,6.54369,6.2715,4.22512,4.24351,3.97535,4.01368
Gm12703,5.12629,5.18534,4.55396,4.76245,4.49653,4.31633
Gm9900,5.72619,5.57413,4.94401,5.19175,4.44178,4.83142
Cbwd1,7.15041,7.27302,6.64494,6.53488,6.51038,6.73198
Ehbp1,7.92194,7.86914,7.44566,7.26981,6.10404,6.22683
Gclm,9.52393,9.46991,8.39679,8.33739,8.35529,8.6838
Prss54,5.00973,4.94141,4.56637,4.55701,4.49,4.23957
9330154K18Rik,5.07247,4.92911,4.6552,4.45615,4.46915,4.34068
Mir153,4.19283,4.37867,3.98764,3.92868,3.57585,3.58186
Isl2,5.90868,5.818,5.33168,5.21625,5.40282,5.16963
Fam38b,7.07745,6.9415,5.98302,5.95503,4.67375,4.70342
Fam36a,9.45258,9.30237,9.1981,9.02305,8.9358,9.20524
Ctps,7.5187,7.53593,6.98675,6.86813,4.78524,5.06886
Megf9,8.23918,8.27439,8.10789,8.18733,8.21987,8.38466
Rasd1,7.64655,8.02651,8.20946,8.34628,8.40581,8.55799
Mzf1,5.78509,5.64563,5.1973,5.43812,4.77062,4.8222
Gp9,5.93246,5.67383,6.5552,7.09556,5.32701,5.19295
Spdyb,5.304,5.01526,4.83325,4.93712,5.01102,4.56889
Vps8,7.59088,7.4814,7.34132,7.47485,6.76973,6.89472
Bgn,11.4223,11.3853,12.5478,12.4482,8.98631,9.00899
Onecut1,5.86203,5.89331,5.58155,5.56273,5.3586,5.34224
Igkv4-69,5.84634,6.51891,5.11701,5.15984,4.47366,4.79429
Kcna10,6.34794,6.34357,5.67115,5.52204,5.41681,5.72722
Atp8a2,5.83467,5.87044,5.34431,5.40943,4.89452,4.76986
Gltscr2,9.80484,9.71409,9.36957,9.10755,9.02521,8.74413
Vmn2r77,4.07112,4.24718,3.57317,3.62776,3.41814,3.27063
Lonrf3,6.77595,6.96405,6.46649,6.31121,5.72037,5.98077
Cdc40,8.49297,8.59906,8.51866,8.39998,7.93627,7.99256
Clec2l,6.43514,6.3263,5.27409,5.49116,5.14086,5.07708
Bpifb1,4.90452,4.84161,4.32896,4.28802,4.36955,4.35678
Pck2,7.49809,7.66664,7.54146,7.6435,7.1005,7.01442
Zfp715,7.66764,7.63796,6.85459,6.72187,6.1532,6.52137
Gm14056,4.57173,4.34571,4.03931,4.13455,3.85692,3.89004
Akap3,4.70239,4.70734,4.15211,4.24971,4.01817,3.93287
Sema5b,8.69103,8.71104,6.04078,6.03378,5.934,5.73302
Prmt5,9.63913,9.65618,8.76886,8.76159,8.3911,8.56134
Lrrn2,7.54308,7.16099,6.27935,6.52829,6.43589,6.19783
Mtmr10,8.46224,8.45021,8.3276,8.21569,8.0329,8.22784
Rtn4rl2,7.22424,7.25362,7.57045,7.62582,7.75637,7.52301
Zdhhc14,7.29474,7.13591,7.59592,7.58,6.44176,6.5913
Nr2e1,5.49108,5.55938,5.29161,5.17025,5.20624,4.90284
Il17re,6.17477,6.19135,7.01689,6.93266,7.01956,6.93042
Stk39,10.4036,10.3556,8.54174,8.32638,7.9682,7.86873
Npas4,5.76161,5.5994,5.95679,5.74846,4.74211,4.67982
Dars,9.48267,9.55504,9.08588,8.79377,9.08639,8.98639
Cacna1b,6.7072,6.48375,5.36993,5.29578,5.00058,4.94915
Lce3c,6.51637,6.42259,6.45901,6.62649,5.75117,5.8025
Slc10a1,5.39658,6.15951,5.4281,5.39637,4.45688,4.41045
Defb40,4.23186,4.24671,3.95896,3.92014,3.59379,3.54034
Gtf2b,8.57022,8.62226,7.55954,7.4097,7.26025,7.23243
Zdhhc13,8.27779,8.10044,7.31834,7.07095,6.16034,6.25311
Gm12511,5.08663,5.23051,4.62144,4.62283,4.49491,4.37847
Olfr805,5.40818,5.34022,4.64581,4.7169,4.93355,4.67017
Crabp1,9.66544,9.53516,6.53871,6.68494,6.05093,5.94898
Ccdc28a,6.869,6.73401,6.32731,6.43324,6.16116,6.03531
Strn3,9.20961,9.09957,9.0139,8.85981,8.71531,8.83223
Cxcr4,10.2775,10.1076,6.29344,5.89817,5.86134,5.75268
Mrpl54,8.68166,8.34605,7.92748,8.19003,7.84517,8.18869
Fahd1,6.76164,6.69758,7.15094,7.14175,7.6012,7.84328
Gins2,6.55466,6.4615,6.40844,6.36697,6.06805,5.85091
Gm2568,4.91563,5.07091,5.02596,5.04373,4.58395,4.40385
2210018M11Rik,8.94864,8.94295,8.52928,8.38844,7.63619,7.83191
Gm11913,4.39604,4.33083,4.0214,4.05619,3.65742,3.83844
Sh3rf3,6.65188,6.63422,6.43199,6.39374,5.90758,5.75723
Sp5,5.45986,5.55213,5.03373,5.00132,5.35106,5.38367
Ddx51,7.09717,7.09956,6.44535,6.61909,5.90529,5.90622
Tas2r130,5.05755,4.87793,4.81171,4.65677,4.95855,4.71367
Gm14461,4.63842,4.67919,4.44384,4.38592,4.24599,3.85243
Fxyd1,9.22414,9.27571,9.99939,10.1311,9.50128,9.55257
Ccne2,4.77529,5.02565,5.27339,5.10593,4.72597,4.96633
Cfhr1,4.70749,4.94517,4.47467,4.31815,3.99582,4.09025
Lhpp,8.50176,8.58026,8.0244,7.93508,7.4209,7.13572
Angpt2,5.62929,5.77263,7.05529,7.08384,4.76382,4.79029
Snx8,7.43701,7.47941,7.0212,7.05829,6.39512,6.50134
Dnajc5,9.93123,10.0007,9.56191,9.51302,9.16041,9.14537
Pdgfra,9.08423,9.09662,8.53368,8.22819,7.47515,7.62427
Olfr1243,5.75093,5.79782,5.00602,5.12651,5.25437,4.97728
Rrh,4.4402,4.43362,4.18133,4.24012,4.06525,3.84946
Nlrp4d,4.44748,4.36971,3.82699,3.94472,3.48788,3.44901
Tmem98,7.86499,7.76852,6.77741,6.99823,5.40954,5.28576
Pard3b,7.39723,7.30655,6.87543,6.84194,6.30936,6.02124
Furin,9.47569,9.26955,8.8331,8.82629,8.45497,8.60046
Cnot3,9.14528,9.06002,8.44188,8.35958,7.85749,8.06799
Ccl12,4.74441,4.72959,4.30595,4.38109,3.91739,3.93072
Olfr1253,5.6585,5.71227,5.08676,5.0513,4.58345,4.43985
Gm5939,8.55367,8.5129,8.10461,8.21418,8.0025,7.83948
Stk11,9.75245,9.75048,9.73185,9.94551,9.54924,9.74961
Cerk,8.19909,8.27616,7.15947,7.16943,6.53082,6.48588
Emid2,7.24239,7.00519,7.00093,6.94205,6.90753,6.81589
Trav18,5.28409,5.23295,4.73789,4.87524,4.55334,4.46638
Pip5kl1,5.11153,5.12514,4.78266,4.8473,4.6853,4.62306
1810027O10Rik,7.00901,7.17417,6.8371,6.91056,6.46477,6.48244
Ppp1r7,9.30907,9.42787,8.46796,8.4743,8.27408,8.25597
Aifm1,9.67966,9.73409,9.29451,9.40206,9.66196,9.92546
Col6a6,4.96195,5.10436,5.54363,5.5001,4.81601,4.56591
Rab30,6.97592,6.95268,7.51706,7.39698,6.82334,7.19249
2610015P09Rik,7.16865,7.00149,6.51939,6.47986,6.10535,6.24254
Spock1,7.93722,7.91382,6.01232,5.56871,5.31872,5.2443
Eomes,4.80105,4.84296,4.56191,4.56364,4.23984,4.15625
Olfr913,6.57689,6.48532,5.44422,5.50313,5.23892,5.09371
Crlf1,6.30265,6.38364,5.92579,5.98155,5.40986,5.17544
Tmem141,8.24718,8.39646,8.34215,8.41179,8.46632,8.37985
1-Sep,6.9007,6.83498,6.60006,6.62261,6.02687,6.01035
Med13l,8.62575,8.62392,8.65772,8.78905,8.38164,8.33288
Sstr4,6.95631,7.07813,6.24653,6.51858,6.58707,6.50265
Gm6640,6.55966,6.64164,6.40102,6.26659,5.99524,6.32965
1700016D06Rik,4.38751,4.47608,4.32282,4.20705,3.68252,3.96959
A530088E08Rik,5.87371,5.83594,5.87732,5.56142,5.34602,5.04321
Gpr125,9.28145,9.23061,8.66668,8.64759,7.57246,7.86571
Tmprss15,4.78711,4.82253,4.07839,3.99897,3.74587,3.81391
6330407J23Rik,6.7181,6.73534,4.59591,4.56298,4.33154,4.33747
Dyrk4,4.82049,4.69909,4.7175,4.82132,4.25817,4.2136
Ypel5,8.79432,8.83706,8.20347,8.31189,7.58378,7.84369
Zhx2,8.36364,8.48045,8.47586,8.52955,8.02745,8.20807
Cd14,6.29601,6.24916,6.03476,6.0357,5.54107,5.80832
Cryba1,4.60326,4.59061,4.15052,4.30489,3.88718,3.75052
Tril,7.3365,7.39552,6.37966,6.33723,5.84077,5.9971
Cd209a,6.64245,6.57096,6.60826,6.41672,6.22909,6.3763
Cdk9,8.6291,8.70595,7.89467,8.04529,7.47345,7.58045
Hipk1,10.9821,11.0435,10.2245,10.2337,9.86505,9.95545
Ido1,5.15335,5.05602,5.04722,5.10081,4.39684,4.42223
Iqgap1,9.31282,9.22073,9.02165,9.05535,7.93899,8.07597
Olfr593,6.20409,6.15604,5.33287,5.41814,5.16061,4.85301
2210404O07Rik,7.05353,6.86396,6.86194,6.87962,6.45089,6.35101
Glp1r,5.51857,5.55493,5.83546,5.50365,4.76807,4.80747
Tshz3,8.12751,7.7812,7.94209,7.86882,6.79136,6.7668
Kdm1b,7.03593,7.21728,6.76991,6.78723,6.65507,6.76204
Gchfr,6.23055,6.21353,5.60537,5.79262,5.20868,5.10682
Apobec1,8.57383,8.65275,7.52514,7.3735,7.00821,7.23554
Vmn1r15,5.66898,5.91754,4.92724,4.83568,4.79677,4.91547
Mtch1,10.3515,10.3632,10.1915,10.2993,10.3121,10.3426
Dnajc30,8.55259,8.61136,7.98881,8.00194,7.39,7.27942
AC129942.1,7.7818,7.82939,6.48594,6.20641,6.54234,6.46443
Nkx2-2,5.47379,5.42986,5.11066,5.005,5.19115,4.86793
Gstt2,7.11417,6.90953,6.64767,6.77976,6.57545,6.76048
Npffr1,5.78796,5.83954,5.6218,5.66584,5.17405,4.9051
1110037F02Rik,8.62333,8.69287,8.06179,7.86504,7.68816,7.99493
Pogk,7.15424,7.31471,6.90004,6.78354,6.83864,6.82817
AI429214,5.02204,5.18782,4.77399,4.81815,4.54247,4.69213
Vmn1r183,5.60187,5.88313,5.22441,5.0397,4.88158,4.64808
N4bp2l2,9.46474,9.42402,9.02763,8.84792,8.47216,8.48495
Ndufb6,11.2378,11.5235,11.9415,11.9756,12.0845,12.2248
Ncln,7.54725,7.46541,6.95716,6.89359,6.35006,6.50857
Itih4,6.13908,6.4631,9.08194,9.37084,5.51281,5.52643
Ppp2r1a,11.3629,11.2887,11.044,10.8743,10.8174,10.7706
Sephs1,8.4861,8.42701,7.99251,7.87126,7.54103,7.53815
Mea1,9.78334,9.75446,9.241,9.35456,8.99093,9.15861
Lce1a1,5.2606,5.39548,4.66388,4.68687,4.57061,4.30821
Sorcs1,5.78543,5.56721,5.08621,5.2001,4.44784,4.30691
Zfp37,7.1941,6.85372,5.8778,5.87117,4.87234,4.69675
Mir125b-1,7.87684,7.60908,9.02369,9.08718,6.06993,6.06908
C330018D20Rik,7.28013,7.58473,7.49007,7.40798,7.60157,7.94079
1700034E13Rik,4.34789,4.31194,3.99645,4.01394,3.51463,3.58579
Zfp498,7.08195,7.32454,6.71427,6.5935,6.29682,6.19454
Pphln1,8.94592,9.00173,8.38009,8.13206,7.78966,7.89663
Dennd1a,8.68294,8.5595,8.25505,8.26315,7.81649,7.90759
5730590G19Rik,5.27492,5.3304,4.99101,5.07607,4.79756,4.6524
E330009J07Rik,7.09922,7.11471,6.38104,6.41456,6.34927,6.30925
Mbtps1,9.81921,9.73953,9.41387,9.40037,8.57267,8.7695
Prdx6-ps2,6.90549,6.70057,6.58197,6.37918,6.61747,6.73639
A430033K04Rik,8.33003,8.23121,7.83477,7.6653,7.34859,7.28803
Slc23a1,5.96089,6.14746,5.7827,5.78144,5.15185,4.82993
4931440L10Rik,4.53762,4.40775,4.1061,4.2044,4.03642,3.79337
Grasp,7.76279,7.16454,7.14645,6.95965,6.46103,6.45978
Olfr414,6.08477,6.01514,5.74947,5.70793,5.55072,5.52365
Kbtbd4,8.01342,7.67393,7.03955,7.05053,6.70195,6.77753
Ndufaf2,7.05177,6.82036,6.84186,7.03866,6.64846,6.73488
6430550D23Rik,6.94114,6.8697,7.09183,7.23598,7.42414,7.14073
Impa1,8.52768,8.31819,7.56019,7.47285,7.05971,7.46132
Sdr16c6,4.37749,4.5755,4.14818,4.36466,3.82247,3.60411
Hsfy2,4.25161,4.19528,3.74203,4.01241,3.44811,3.49821
1600012P17Rik,5.39352,5.70077,4.9432,5.08149,4.84084,4.54884
Atg14,7.38115,7.15511,6.75043,6.62291,6.15118,6.47042
Frs2,8.24795,8.2207,7.64805,7.65392,7.19832,7.31114
Gm13340,13.7439,13.7275,13.7527,13.6179,13.573,13.4697
2310001A20Rik,8.67333,9.04819,8.97285,9.19995,8.9901,9.25791
AC161872.2,3.76702,3.62251,3.77897,3.7293,3.21905,3.31243
Gstm5,8.60956,8.47053,8.4773,8.36052,8.25111,8.2933
Myo18b,7.79542,7.54597,7.38977,7.43575,7.46611,7.44023
Purb,9.62425,9.91308,9.7287,9.57814,9.3964,9.50044
Gm597,4.35726,4.30083,4.11906,4.01892,3.5969,3.66634
Drd4,6.5202,6.58243,6.03074,6.1409,5.87221,5.79107
Wscd1,6.24033,6.30628,6.04763,6.12858,5.63244,5.34904
n-R5s13,5.25789,5.20465,4.67918,4.70568,4.83057,4.53211
S100g,5.9533,5.98613,5.55803,5.58676,5.75736,5.33277
Gm7247,4.97108,5.12621,5.06461,5.12239,4.53221,4.3651
Ptk6,5.17999,5.21531,4.85584,5.03653,4.55533,4.40486
Olfr961,4.35555,4.21944,4.28353,4.18876,3.84904,3.77892
Clcf1,6.80742,6.57644,6.30401,6.33821,6.04159,5.89887
Polr2b,8.93547,8.98246,7.83883,7.8377,7.67634,7.79104
Ccdc3,6.90648,7.03196,10.447,10.2459,8.65557,8.53119
Itgam,5.75718,5.84879,6.12996,5.91975,4.75555,5.0797
Cmklr1,7.80492,7.93608,8.04059,7.91156,6.73431,6.93794
Car3,13.0955,13.2914,13.49,13.4794,13.1872,13.2171
AU015836,5.01092,4.62485,4.45026,4.58108,4.15926,4.14708
Gm340,6.9042,6.90164,6.23114,6.4869,5.86561,5.81212
4930555K19Rik,4.70231,4.80501,5.27083,5.02851,4.27626,3.99388
Tug1,10.5687,10.5086,10.0876,9.9991,9.64855,9.80319
6720463M24Rik,6.18238,6.21608,5.06948,5.27462,4.79684,4.70622
Igsf1,5.11021,5.10866,4.96711,4.95375,4.67607,4.52524
Abcb4,6.27301,6.55006,5.98941,5.97848,6.44616,6.51132
Dub2a,7.31901,7.0499,6.5417,6.50534,6.37493,5.92616
Gm13687,5.61073,5.62366,5.74518,5.68125,5.08948,5.15267
Reep4,8.23938,8.32947,7.49774,7.76594,6.96794,7.13679
Siah1a,7.26666,7.12243,6.91317,6.68823,6.60352,6.51159
Pcdhb15,6.99188,7.03764,6.72814,6.56731,6.02978,5.98998
Gm15750,6.54503,6.22622,5.51984,5.41485,5.46985,5.28903
Lgals7,5.73377,5.9308,5.48445,5.98913,5.63676,5.34486
Azgp1,5.73041,5.7945,5.16313,4.77124,4.67358,4.61746
Otor,5.11217,5.09971,4.55199,4.58046,4.36098,4.2697
Svopl,6.28575,6.54457,6.35017,6.42024,6.22527,5.96222
Gm5431,5.56443,5.3985,4.60311,4.89907,3.56937,4.36756
Prrt1,6.44354,6.24023,5.37536,5.33267,5.36271,5.17134
Vps35,9.5435,9.59879,9.20863,9.06855,8.84966,8.97708
Tacc1,9.5895,9.52463,8.75628,8.69284,8.56237,8.62302
Nlrc4,4.583,4.53162,3.98378,4.07958,3.59994,3.46265
Tcf19,6.71812,6.48466,6.48335,6.58344,6.08799,5.90772
Mcm2,8.41678,8.3388,6.39903,6.30306,5.78765,5.83705
Anxa6,9.39772,9.55868,10.4646,10.4805,9.97601,9.99672
Tcp11l2,7.41494,7.27783,6.99747,6.93676,6.42965,6.69125
Gtf3c1,9.04392,8.96216,8.17353,8.10142,7.74627,7.85819
Pla2g4f,4.70804,4.90473,4.38575,4.37538,4.46444,4.24095
Pkn1,8.40668,8.35494,8.57159,8.74973,8.77392,8.78755
Lrrc28,7.11187,7.2972,7.09059,6.97771,6.41751,6.73848
Vwce,6.15329,6.21223,5.50937,5.66296,5.2926,5.13727
Tubal3,4.79389,5.04731,4.47469,4.26703,4.13648,4.12069
Thyn1,8.5317,8.55621,7.23535,7.37942,7.15637,7.28397
Abcb8,7.52713,7.68433,7.56601,7.95716,7.60593,7.96201
Sssca1,9.71251,9.54528,9.01074,8.87358,8.55587,8.49318
Gan,6.71515,6.78171,6.77769,6.7297,6.26667,6.4233
Znhit1,8.54706,8.32257,7.61039,7.69831,7.25655,7.20259
Cdcp2,5.93253,5.65787,5.70484,5.55136,5.66918,5.1747
Lrit2,4.54327,4.74446,4.35078,4.62515,4.07514,4.00428
Gpt,6.38945,6.71611,7.18595,7.21696,7.18355,7.36395
Clec4f,5.67572,5.64957,5.31137,5.27698,4.99531,4.95456
Zfp738,7.04744,6.97641,6.07784,5.91424,4.98672,5.40226
n-R5s65,5.0919,5.04921,4.48193,4.30419,4.46294,4.42328
Tigd4,4.92808,5.00673,4.63572,4.60103,4.05523,4.15119
Chfr,8.46465,8.39788,7.95881,7.90239,7.44662,7.5124
Hbegf,7.27291,6.84862,7.48442,7.49524,5.9417,5.77624
Myo19,7.36882,7.35184,7.51942,7.66133,7.35371,7.39745
Supt7l,7.89894,7.76596,7.66908,7.57351,6.95548,6.97167
Slc26a10,6.13119,6.22054,6.65498,6.78776,6.96157,7.19762
Prorsd1,7.47431,7.4021,7.0518,6.97974,6.68284,6.89935
Ptprg,8.76088,8.6289,8.30596,8.05543,7.96803,8.16054
Vsig10,8.32404,8.09507,6.50713,6.5385,6.26544,5.89438
Olfr138,4.40903,4.31738,3.74857,3.74317,3.42478,3.37277
Olfr1387,4.66438,4.62199,4.71714,4.67231,4.43623,4.24532
Gm10787,6.76057,6.53206,6.17692,6.27376,6.44743,6.06086
Chrne,5.45242,5.50415,5.06703,5.19671,5.26647,5.24499
Slc5a5,5.99145,5.87066,5.67783,5.72787,5.3207,5.14527
Pdgfc,8.30887,8.46386,7.78216,7.89313,6.80685,6.98587
Ric8,7.69175,7.62106,6.96139,7.02933,6.44538,6.45119
4930433I11Rik,5.19875,5.34199,4.56424,4.48575,4.31819,4.05529
Gtpbp8,7.99782,7.9066,7.68809,7.46759,7.34471,7.68218
Wfdc15b,4.6888,4.49976,4.38921,4.27265,4.10178,3.84274
Casp6,9.16703,8.95366,7.86202,7.84599,7.69301,7.85012
Trim34a,6.66116,6.65522,6.02531,5.89792,5.42445,5.65688
1700001P01Rik,4.36223,4.39341,4.14287,4.26533,3.73884,3.74602
Prepl,9.25706,9.22182,8.60959,8.58088,7.93794,8.32271
Gpr108,9.01814,8.91422,8.19126,8.35725,7.69408,8.0035
Rcn3,9.17704,9.16466,10.267,10.2625,6.85038,6.97384
Ppp1r3e,7.19349,7.26791,6.86682,7.11289,6.93011,6.85779
Csf2,5.05732,5.00837,4.30727,4.35476,4.25833,4.21009
B3gnt1,7.45809,7.43845,7.0073,7.05505,6.33369,6.45948
4930553M12Rik,5.56249,5.35865,5.38304,5.37323,5.21347,5.16886
Myadml2,5.42108,5.36891,5.18175,5.25339,5.31985,5.0316
D030016E14Rik,8.58722,8.52343,7.86068,7.73372,7.37716,7.47587
Gm9987,6.29151,6.33029,5.71244,5.85966,6.04132,5.90334
Bysl,6.99493,6.86605,6.75978,6.70681,6.18886,6.14623
Oasl1,6.76928,6.85694,6.34969,6.25235,6.5377,6.3617
C1qa,8.28655,8.33964,7.81857,7.82424,6.59526,6.87756
Clic1,9.26022,8.84396,8.07186,8.11106,6.43589,6.49681
Olfr1209,6.48757,6.71525,6.04429,5.89535,5.74688,5.71385
1700109H08Rik,7.14293,6.85824,6.2415,6.26578,5.43097,5.73902
Fgd3,6.13677,6.13411,5.36938,5.72393,4.90582,4.84453
Timp1,8.67762,8.82048,6.43901,6.59116,4.9123,4.76081
Armc9,7.39555,7.33578,6.71015,6.89881,6.47976,6.46791
Tspan7,10.3209,10.4937,9.92403,9.86505,9.68353,9.64089
Npl,6.32744,6.21153,5.87794,5.94917,5.73501,5.59728
Lmx1b,7.026,6.94037,6.45541,6.54696,6.59302,6.19517
BC016579,5.40429,5.18038,4.56552,4.72719,4.53267,4.56989
Ptpn12,9.10547,9.19948,8.96433,8.66833,8.37673,8.3531
Ezh1,9.27128,9.1598,8.92804,8.87238,8.54164,8.56579
Snx14,9.32949,9.37931,8.75358,8.67122,8.62041,8.55142
1700019G06Rik,6.09345,6.05038,5.86128,5.90942,5.7419,5.54333
Palmd,10.5603,10.38,10.6005,10.2165,10.6625,10.3681
C4bp,5.35079,5.42774,5.30472,5.19342,4.6995,4.48526
Lynx1,10.0454,10.0195,8.47615,8.55239,8.30682,7.91882
Mir186,6.351,6.15823,5.67182,5.39084,4.34216,4.49999
Zbtb2,6.87682,6.85476,6.51714,6.3929,6.1063,6.01514
Mrps18a,9.09694,8.86799,8.72788,9.03473,8.35854,8.85536
Nos1,5.82273,5.86993,5.67914,5.43108,5.78824,5.76942
Phf3,9.50185,9.51593,9.06522,8.89728,8.73503,8.88929
Fcrl6,4.92451,4.86618,4.67745,4.60032,4.27299,4.14161
Fam117b,9.3908,9.07436,7.81031,7.8019,7.2636,7.40106
1700018B08Rik,6.05672,6.02971,5.66786,5.66162,5.71594,5.42222
Dmp1,4.99874,4.82477,4.27015,4.33115,4.38764,4.11591
Tex19.1,5.5772,5.67619,5.63098,5.43087,5.58289,5.03026
Stab2,6.23832,6.28334,5.83297,5.86602,5.6256,5.46514
Olfr522,5.73265,5.94606,5.51718,5.49053,5.44187,5.03553
Atad1,9.9185,9.98737,9.31998,9.21224,9.29911,9.38156
Gnat3,4.28512,4.23957,4.2238,4.12433,3.74222,3.83367
Syngr2,10.3756,10.4258,9.96222,10.0194,9.31491,9.21553
Pth,4.30105,4.18632,3.76479,4.00006,3.67005,3.44619
Reep5,10.8874,10.7392,9.84086,9.85246,9.56689,9.57925
Slc35a5,8.71235,8.81952,7.92108,7.74188,7.27029,7.3584
Gzmg,4.54044,4.45499,4.06046,4.13086,3.62481,3.61052
Fam26f,5.13423,5.13901,5.33132,5.4286,5.41679,5.43707
Ugcg,9.56366,9.31558,7.82216,7.46857,7.12158,7.14623
Klhl22,8.40946,8.44536,7.99873,8.09583,7.83112,7.82296
Tcp11,5.7182,5.61068,5.50653,5.64581,4.98831,4.92227
6820408C15Rik,5.43591,5.36317,5.18947,5.2223,4.60104,4.69464
Zfp526,7.002,6.92263,6.58131,6.81373,6.42415,6.20378
Stard13,7.31394,7.42905,8.32005,8.13605,7.61759,7.31771
Cuedc2,9.04975,8.87538,8.35186,8.39282,7.87861,8.04255
Btbd11,6.83619,6.70476,5.90708,5.78531,5.50848,5.37348
Zdhhc15,7.12523,7.17575,6.50648,6.41783,5.62262,5.64482
Znfx1,8.44578,8.27964,8.00225,8.06589,7.52344,7.75117
Als2,7.21087,7.25579,7.06304,7.13271,6.796,6.74962
Gm14866,5.04814,5.01098,5.3789,5.41207,4.83257,4.62325
Olfr16,5.36111,5.49881,4.8482,4.85882,4.59852,4.77885
Chm,8.59905,8.51517,7.94601,7.71404,7.10186,7.33223
Birc3,7.42429,7.32263,6.91294,6.83945,6.5755,6.62855
Slc30a7,9.03192,9.08179,8.22913,8.22685,7.58539,7.61292
Frem3,4.51671,4.53285,4.26673,4.30391,3.93521,3.73154
Pdrg1,9.00726,8.80317,7.42331,7.4916,7.91141,7.88492
Foxred1,8.49528,8.54809,9.08789,9.26783,9.26489,9.55018
Gldn,6.58086,6.31325,7.04012,6.92743,6.03478,6.08054
Gm12642,4.62915,4.58242,4.07527,4.1028,3.86719,3.70169
